@relation 351565053244395_set0_1_highlevelenv10m-weka.filters.unsupervised.attribute.Remove-R1-6

@attribute nmean numeric
@attribute nmode numeric
@attribute nmedian numeric
@attribute nstddev numeric
@attribute nmin numeric
@attribute nmax numeric
@attribute nrange numeric
@attribute lmean numeric
@attribute lmode numeric
@attribute lmedian numeric
@attribute lstddev numeric
@attribute lmin numeric
@attribute lmax numeric
@attribute lrange numeric
@attribute mf1mean numeric
@attribute mf1mode numeric
@attribute mf1median numeric
@attribute mf1stddev numeric
@attribute mf1min numeric
@attribute mf1max numeric
@attribute mf1range numeric
@attribute mf2mean numeric
@attribute mf2mode numeric
@attribute mf2median numeric
@attribute mf2stddev numeric
@attribute mf2min numeric
@attribute mf2max numeric
@attribute mf2range numeric
@attribute mf3mean numeric
@attribute mf3mode numeric
@attribute mf3median numeric
@attribute mf3stddev numeric
@attribute mf3min numeric
@attribute mf3max numeric
@attribute mf3range numeric
@attribute location{Location1,Location2,UnclassifiedLocations,UncommonLocation10,UncommonLocation11,UncommonLocation3,UncommonLocation5,UncommonLocation6,UncommonLocation7,UncommonLocation8,UncommonLocation9}

@data
69.490669,75.787383,67.480295,7.492662,51.641267,75.787383,24.146116,4.004717,4,4,0.01415,4,4.047168,0.047168,-0.736672,0.5,0.399994,8.580146,-9.199997,22.199982,31.399979,36.326808,36.78238,36.461342,0.477498,35.223038,36.874115,1.651077,17.149824,16.389847,16.572983,1.498982,16.02359,21.792068,5.768478,Location2
73.041142,86.37587,68.572413,12.669658,49.18785,86.37587,37.18802,4.014206,4,4,0.03035,4,4.094892,0.094892,5.083335,5.199997,5.199997,0.762489,4,7.699997,3.699997,42.652886,43.203247,42.928062,0.678611,41.55217,43.386703,1.834533,18.105126,15.657333,17.397034,2.623463,15.016388,21.792068,6.77568,Location2
65.378552,72.805653,69.196893,8.308376,51.12605,82.042497,30.916447,4.01415,4,4,0.021615,4,4.047168,0.047168,3.096664,3.199997,3.100006,0.202458,2.699997,3.5,0.800003,38.421229,38.06656,38.479324,0.297447,37.974823,38.80037,0.825547,17.427569,17.763306,17.534394,0.657446,16.02359,18.67894,2.65535,Location2
54.060814,51.663975,55.178238,2.718529,42.076074,59.02675,16.950676,4.01415,4,4,0.021615,4,4.047168,0.047168,2.953334,2.100006,2.949997,0.787285,2,4,2,39.005222,38.89209,38.983826,0.152909,38.708633,39.259003,0.55037,16.627914,16.481415,16.527199,0.387462,15.565781,17.397049,1.831268,Location2
72.470558,90.274471,69.532957,17.53963,51.198133,90.274471,39.076338,4.018923,4,4,0.031422,4,4.094892,0.094892,5.536665,4.199997,4.25,4.909344,-2,22.59999,24.59999,36.773209,39.259003,39.167267,3.904178,28.343521,41.919083,13.575562,20.415587,16.298279,16.298279,8.193519,7.69133,36.808487,29.117157,Location2
78.847844,80.899414,80.899414,13.863443,50.2109,90.260355,40.049454,4.009434,4,4,0.018867,4,4.047168,0.047168,0.206664,5.599991,5.199997,6.428111,-14.700012,9.699997,24.400009,40.760261,39.992798,40.084534,3.937878,25.775177,47.60614,21.830963,3.033797,17.397049,10.712914,16.778396,-34.794098,17.76329,52.557388,Location2
81.079226,83.040872,83.040872,10.171955,51.572784,90.110868,38.538083,4.018923,4,4,0.031422,4,4.094892,0.094892,17.08333,-6.5,8.200005,23.759697,-7.199997,55.999985,63.199982,31.982024,38.98384,37.1493,8.18712,16.327347,40.451447,24.1241,21.434992,14.741715,15.886253,11.120042,-3.021591,46.33107,49.352661,Location2
62.969529,70.6729,57.316548,8.179525,51.340527,74.249627,22.909099,4.014206,4,4,0.03035,4,4.094892,0.094892,9.789995,7.099991,9.649994,2.611814,6.800003,12.699997,5.899994,44.352894,44.579147,44.25811,0.330498,43.937073,44.94606,1.008987,13.630736,11.811676,13.734505,1.8358,11.262299,15.748901,4.486602,Location2
79.185654,81.492672,81.492672,6.302112,55.253571,83.153365,27.899794,4.009434,4,4,0.018867,4,4.047168,0.047168,1.556664,-1.300003,1.449997,2.999189,-1.900009,5,6.900009,33.015484,42.28598,33.113327,9.339339,23.298584,42.561172,19.262588,22.622263,19.228317,22.52459,3.328926,18.953613,26.461823,7.50821,Location2
75.309856,90.26675,80.451866,15.228408,50.680522,90.273672,39.59315,4.009434,4,4,0.018867,4,4.047168,0.047168,13.409998,16,13.449997,2.614875,10.5,16.300003,5.800003,32.397856,24.857925,32.425377,7.546909,24.582748,40.17627,15.593522,20.617025,24.447418,20.693329,3.774668,16.389847,24.905243,8.515396,Location2
66.812147,70.670357,68.585353,6.30111,49.993742,70.670357,20.676616,4.009434,4,4,0.018867,4,4.047168,0.047168,5.399995,1.799988,2.449989,4.493926,1.299988,14.400009,13.100021,50.49858,53.660095,53.614235,5.548554,37.42447,59.805786,22.381316,18.050196,20.052383,19.960815,3.238789,12.635742,24.99681,12.361068,Location2
79.558,90.274737,81.994278,11.539293,54.303347,90.274737,35.97139,4.02364,4,4,0.031766,4,4.094892,0.094892,5.226672,9.600006,9.350006,5.763908,-5.5,10.399994,15.899994,32.04623,38.341736,34.993713,7.403485,13.575531,38.525192,24.949661,18.849843,15.016388,15.291069,7.503091,7.325073,36.44223,29.117157,Location2
75.52569,78.07265,75.152475,8.189426,50.526786,90.274737,39.747951,24.094258,4,4.023584,28.811707,4,74.09305,70.09305,-0.826668,-8.800003,-3.550003,10.03487,-9.800003,33.799988,43.599991,40.411703,43.66188,43.340836,4.68541,20.913681,44.487442,23.573761,21.572336,17.213913,20.372857,4.508576,16.572983,29.941223,13.36824,Location2
87.654959,90.274737,89.55403,6.373149,64.417845,90.274737,25.856892,280.96786,4,273.828669,277.073612,4,576.4263,572.4263,-17.796659,-37.19998,-21.499992,20.496341,-50.399994,8.900009,59.300003,15.917635,-5.411865,20.776085,21.615652,-9.080933,42.65291,51.733843,-6.766534,-33.42064,0.457825,26.618025,-34.702515,37.541,72.243515,Location2
90.092906,90.274737,90.274737,0.831636,81.637023,90.274737,8.637713,7.870951,4,4.023584,8.752637,4,32.61302,28.61302,8.616673,-1.599991,0.800003,24.967126,-43.800003,53.200012,97.000015,-1.278059,-23.023376,1.146584,32.541584,-48.156494,37.057556,85.21405,-7.090059,-8.698517,-8.698517,19.909665,-33.97003,25.820892,59.790922,UncommonLocation3
88.691738,90.274737,90.250486,3.966924,73.403061,90.274737,16.871676,4.035515,4,4.023584,0.039319,4,4.094892,0.094892,-19.746659,-10.699997,-11.349999,12.824445,-42.89998,2.5,45.39998,-29.007028,-20.638504,-20.867821,10.701149,-51.275192,-13.300369,37.974823,-4.74604,1.281876,1.190323,12.662568,-34.70253,25.179932,59.882462,UnclassifiedLocations
90.245374,90.274737,90.274737,0.396447,84.044316,90.274737,6.230421,19.086543,4.143179,21.311613,9.460842,4.143179,31.857273,27.714094,6.093332,20.699997,5.199997,10.317908,-12.600006,30.999985,43.599991,-32.455954,-34.672684,-34.764404,9.856074,-47.330948,-11.465836,35.865112,-1.770228,-16.02359,-1.831268,12.15078,-20.327072,31.772491,52.099563,Location2
68.299079,64.349679,64.349679,5.727001,61.153322,83.603665,22.450343,4.01415,4,4,0.021615,4,4.047168,0.047168,41.723333,40.5,40.5,3.724217,31,46.800003,15.800003,18.553233,17.336334,18.299454,1.302159,17.061142,21.555756,4.494614,7.193829,11.079163,4.944428,4.122836,2.746903,16.664536,13.917633,Location2
77.488053,68.533478,68.533478,9.754973,62.922561,90.203391,27.28083,4.009434,4,4,0.018867,4,4.047168,0.047168,55.813328,41.699997,47.099999,27.254302,30.899994,172.29999,141.399996,-3.427522,13.850708,1.100716,25.91696,-81.636734,31.187073,112.823807,-3.85482,-13.642944,-2.289078,9.801513,-16.847672,12.635742,29.483414,Location2
81.244763,81.114445,81.114445,5.955609,58.929045,89.529097,30.600051,4,4,4,0,4,4,0,22.223327,18.299988,20.849991,6.222526,18,43.600006,25.600006,11.077523,-11.465836,9.080948,22.606285,-11.924469,35.03958,46.964049,14.012246,21.792084,17.030793,7.923578,4.761292,23.348663,18.587372,Location2
74.445635,76.832194,76.625875,8.391675,50.955494,90.193457,39.237963,4.01415,4,4,0.021615,4,4.047168,0.047168,26.423329,39.899994,26.449997,13.285348,12.799988,40,27.200012,33.391555,25.591736,33.434365,7.759103,25.408264,41.460434,16.05217,12.510609,8.240707,12.498406,4.414553,7.508194,17.213913,9.705719,Location2
64.145833,58.948674,58.948674,8.047085,49.79917,73.449346,23.650177,4.033129,4,4.023584,0.037025,4,4.094892,0.094892,10.516666,7.5,10.550003,3.084271,7.099991,14.099991,7,35.776447,43.294968,35.727532,7.544352,27.976624,43.47844,15.501816,19.676969,15.474197,19.777687,4.18465,15.016388,24.538986,9.522598,Location2
63.039245,58.740322,58.740322,8.023256,50.237667,72.304267,22.066599,4.009434,4,4,0.018867,4,4.047168,0.047168,11.909996,11.899994,11.899994,0.202238,11.599991,12.199997,0.600006,28.0286,27.976624,27.976624,0.161817,27.701431,28.526978,0.825547,23.867521,24.17273,23.898056,0.346116,23.257095,24.630539,1.373444,Location2
63.182826,58.339601,58.339601,9.296223,49.484325,84.047041,34.562716,4.033129,4,4.023584,0.037025,4,4.094892,0.094892,14.839997,19.5,14.949997,4.524941,10.099991,19.59999,9.499999,17.788847,10.456833,17.7491,7.290663,10.365097,25.224823,14.859726,31.641256,34.244705,31.589371,2.687005,28.201523,35.16034,6.958817,Location2
75.245865,84.841382,74.634998,7.76702,62.922561,84.841382,21.918822,4.018923,4,4,0.031422,4,4.094892,0.094892,38.773332,43.100006,42.800003,11.247456,-11.800003,57.69998,69.499983,7.130215,7.521576,7.567444,9.042992,-28.343536,24.491028,52.834564,23.980449,18.953613,19.731903,8.630708,18.312683,60.43184,42.119157,Location2
68.025673,84.721167,62.265494,13.083727,49.18785,84.721167,35.533318,4.028524,4,4,0.048573,4,4.143179,0.143179,39.753328,43.899994,43.799988,6.368813,30.09999,52.69998,22.59999,3.727157,-0.275177,0.779671,4.757032,-0.458633,12.10791,12.566543,17.094891,-9.614151,7.645553,28.847247,-9.797272,91.65497,101.452242,Location2
68.905129,78.830229,68.933345,10.363214,49.628853,82.375212,32.746359,4.009434,4,4,0.018867,4,4.047168,0.047168,44.066662,44,44,0.195506,43.699997,44.5,0.800003,4.598554,5.136673,4.540459,0.474107,3.760773,5.228409,1.467636,-7.23045,-7.141937,-7.187714,0.428484,-8.332275,-6.317856,2.014419,Location2
66.937962,54.269811,64.168827,13.816579,49.066367,90.241675,41.175308,4.018923,4,4,0.031422,4,4.094892,0.094892,40.863325,37.09999,40.899994,3.659281,37.09999,44.799988,7.699998,8.992257,17.336319,8.989197,8.345223,0.275177,17.519775,17.244598,-2.380649,4.761292,-2.243293,7.367102,-10.163544,5.493805,15.657349,Location2
69.714775,75.125113,73.350927,7.910299,51.004567,80.437012,29.432444,4.018923,4,4,0.031422,4,4.094892,0.094892,39.429992,37.799988,39.34999,1.491788,37.799988,41.399994,3.600006,16.266177,14.584518,16.281464,1.648588,14.401062,18.161865,3.760803,0.253323,0.457809,0.366241,0.581827,-0.824051,1.373444,2.197495,Location2
73.479199,57.908451,57.908451,15.945234,57.908451,90.267016,32.358565,4.009434,4,4,0.018867,4,4.047168,0.047168,39.679991,55.09999,46.799995,15.99042,20,55.69998,35.69998,43.169617,41.368713,41.368713,4.587833,37.240997,55.311172,18.070175,17.674782,10.712906,15.016388,8.398368,10.255096,37.541,27.285904,Location2
64.694639,64.114911,64.114911,4.481243,50.474929,75.446434,24.971505,4.009434,4,4,0.018867,4,4.047168,0.047168,4.230004,7,4.350006,2.840088,1.200012,7.300003,6.099991,42.738497,43.01979,42.744614,0.26578,42.3777,43.111526,0.733826,14.293043,14.375443,14.375443,0.38944,13.185135,15.016403,1.831268,Location2
65.887315,51.663975,53.466268,15.043037,50.422762,86.573299,36.150538,4,4,4,0,4,4,0,6.106669,5.800003,6.150009,0.352077,5.599991,6.900009,1.300018,39.546408,42.19426,39.625908,2.730182,36.507202,42.652893,6.145691,17.104044,18.86206,17.168137,1.684933,14.741715,19.228317,4.486603,Location2
75.558546,88.788865,63.840192,13.037129,51.526827,88.788865,37.262038,4.009434,4,4,0.018867,4,4.047168,0.047168,6.619999,4.699997,6.650002,1.886515,4,8.800003,4.800003,36.47968,36.507202,36.507202,0.132185,36.14029,36.8741,0.73381,19.078763,19.319885,19.13675,0.375658,18.404251,19.777695,1.373444,Location2
64.672327,90.259555,54.403186,15.977218,51.663975,90.259555,38.595579,4.018923,4,4,0.031422,4,4.094892,0.094892,4.479996,3.699997,4.299996,0.792209,3.5,5.599991,2.099991,38.522129,36.04857,38.479325,2.573853,35.77339,41.276993,5.503603,18.599574,21.059586,18.770492,2.529737,15.657333,21.700531,6.043198,Location2
73.306758,65.652442,65.652442,12.434452,49.337352,90.274737,40.937384,28.398396,4,4,73.147841,4,247.8419,243.8419,6.453327,6.399994,6.399994,0.31805,5.799988,7.199997,1.400009,42.102525,41.919067,42.102524,0.183453,41.735626,42.3777,0.642074,14.143484,13.917633,14.05497,0.417412,13.459808,15.199509,1.739701,Location2
84.74088,90.26595,83.607106,8.214556,51.663975,90.26595,38.601975,4.009434,4,4,0.018867,4,4.047168,0.047168,-6.280001,-7.399994,-7.5,3.826695,-13.100006,6.499985,19.599991,-43.276648,-44.02881,-43.524315,1.023731,-44.303986,-39.442474,4.861512,16.295229,14.833267,14.604355,4.997077,9.980392,29.483429,19.503037,Location2
77.842054,84.066098,82.523927,9.255212,51.595672,84.066098,32.470426,4.004717,4,4,0.01415,4,4.047168,0.047168,-5.039997,-4.100006,-4.699997,1.726767,-10.199997,-2.300003,7.899994,-39.558657,-41.73564,-38.112435,1.984062,-42.194275,-37.33275,4.861525,16.899549,17.030777,16.61876,1.778731,14.650147,24.17273,9.522584,Location2
67.013003,80.029482,68.015035,13.130957,49.24796,80.029482,30.781522,4.009434,4,4,0.018867,4,4.047168,0.047168,-0.416673,-11.600006,-3.700005,11.498353,-11.900009,20,31.900009,41.62249,41.460434,41.55217,3.259306,33.02159,52.10074,19.07915,20.085959,19.319885,19.365669,3.76187,13.917633,30.032791,16.115158,Location2
80.360973,90.174903,90.174903,14.351128,51.572784,90.272608,38.699823,4.018923,4,4,0.031422,4,4.094892,0.094892,6.746668,8.5,7.400002,2.166066,2,8.900009,6.900009,39.748214,40.26799,39.855225,0.60211,38.616913,40.634903,2.01799,13.145448,14.467011,13.642945,2.067617,7.874435,15.016388,7.141953,Location2
62.567029,77.222321,55.692346,11.5237,48.912084,77.222321,28.310237,4.018923,4,4,0.031422,4,4.094892,0.094892,24.546658,4.799988,24.449989,19.581278,4.699997,44.399994,39.699997,31.514207,43.845337,31.553948,12.356182,18.987396,44.1205,25.133104,12.205394,13.734512,12.223709,1.265466,10.621338,13.917633,3.296295,Location2
67.048523,65.661499,65.661499,10.832661,49.096897,81.473634,32.376737,4.028412,4,4,0.037929,4,4.094892,0.094892,8.683328,2.399994,8.549996,6.257375,2.099991,15.5,13.400009,42.542813,42.19426,42.56115,0.486758,41.64389,43.478424,1.834534,14.637924,15.382629,14.787476,0.792514,13.276688,15.748901,2.472213,Location2
79.508015,74.226019,74.226019,10.139568,51.663975,90.26222,38.598245,162.526251,4,200.359415,114.948685,4,272.21033,268.21033,-2.129997,-12.099991,-2.399994,10.052794,-12.599991,9.199997,21.799988,5.182555,-22.931671,5.044968,28.274513,-23.757202,33.847137,57.604339,-12.290855,15.107956,-12.544182,28.116769,-41.84445,17.213913,59.058363,Location2
72.631841,82.15505,71.226799,8.659895,42.076074,82.15505,40.078976,256.065366,269.03787,255.32264,11.383727,242.09857,269.03787,26.9393,-0.943328,-2.399994,-1.049995,1.500376,-2.800003,1,3.800003,-26.401992,-12.841736,-26.325546,13.598812,-40.35974,-12.383102,27.976638,-30.249487,-36.808487,-30.032791,6.447759,-37.266296,-22.79927,14.467026,Location2
75.182293,90.250753,80.084707,16.129226,50.955494,90.250753,39.295259,139.728099,275.4202,138.152611,135.707372,4,278.668,274.668,10.203333,-0.800003,7.299995,11.472564,-1.300003,29.100006,30.400009,6.463666,-13.39209,1.421753,20.801338,-13.667282,37.149292,50.816574,-28.039763,-35.16034,-30.30748,7.834698,-36.625366,-15.291092,21.334274,Location2
87.241789,90.269413,88.287097,4.301121,69.372853,90.269413,20.896559,4.009434,4,4,0.018867,4,4.047168,0.047168,22.376666,11.199997,21.550003,14.381367,1.400009,48.799988,47.399979,0.871402,-6.512589,-0.137596,11.002785,-14.401093,17.978424,32.379517,-23.88583,-16.4814,-20.327057,11.350802,-42.485413,-0.366241,42.119172,Location2
90.203754,90.274737,90.274205,0.478798,86.790619,90.274737,3.484118,4.009434,4,4,0.018867,4,4.047168,0.047168,33.349994,31.399994,33.999992,16.654919,-12.899994,72.79999,85.699984,8.600907,9.264389,10.227524,10.907671,-21.647476,23.848938,45.496414,-19.30766,-35.251892,-27.377449,25.398534,-54.20552,67.024414,121.229934,UncommonLocation3
85.678066,89.017909,89.017909,5.925592,71.354639,90.27314,18.918501,4.014206,4,4,0.03035,4,4.094892,0.094892,26.649995,34.199997,26.799996,7.583174,17.699997,34.5,16.800003,21.430389,20.82193,21.46402,0.607748,20.546753,22.473022,1.926269,-12.785299,-16.115158,-12.727311,3.261892,-16.664536,-8.973206,7.69133,UncommonLocation3
77.719977,66.336175,74.6925,12.320294,58.760382,90.274205,31.513823,4.009434,4,4,0.018867,4,4.047168,0.047168,58.073331,68.2,68,16.062191,34.5,81.09999,46.59999,26.612949,20.363297,20.317429,21.434114,12.474808,84.480255,72.005447,-11.124954,-5.585373,-5.676933,16.821728,-31.131561,28.384644,59.516205,Location1
56.414569,68.215545,51.6185,8.706453,42.076074,68.215545,26.13947,4.018923,4,4,0.031422,4,4.094892,0.094892,68.113332,68.399994,68.100006,0.209337,67.7,68.399994,0.699994,20.577329,20.546753,20.546753,0.204191,19.996399,21.005386,1.008987,-5.261843,-5.585373,-5.264885,0.509658,-6.501007,-4.395035,2.105972,Location1
56.769578,56.082789,56.082789,2.983976,48.912084,61.198838,12.286754,4.004717,4,4,0.01415,4,4.047168,0.047168,68.253332,68.2,68.2,0.236268,67.899994,68.7,0.800006,20.363298,20.82193,20.317429,0.368431,19.812927,20.913666,1.100739,-5.847848,-6.958817,-6.180519,0.939357,-6.958817,-4.395035,2.563782,Location1
61.814603,66.741195,62.965882,5.524251,50.18405,68.33281,18.14876,4.009434,4,4,0.018867,4,4.047168,0.047168,68.376665,68.2,68.399994,0.233356,67.899994,68.899994,1,20.326611,20.638489,20.317429,0.331233,19.721222,20.730194,1.008972,-5.628095,-6.043182,-5.72271,0.75087,-6.775696,-4.395035,2.380661,Location1
62.889266,61.206401,61.206401,7.36974,51.641267,89.564979,37.923712,4.009434,4,4,0.018867,4,4.047168,0.047168,68.476665,68.5,68.5,0.230482,68.100006,69,0.899994,20.513123,20.638489,20.546753,0.109779,20.27156,20.638489,0.366929,-4.724667,-4.486603,-4.715515,0.328099,-5.493805,-4.120346,1.373459,Location1
78.623522,81.800926,81.800926,11.570931,55.692346,90.197754,34.505408,4.028412,4,4,0.037929,4,4.094892,0.094892,33.910002,33.800003,33.900002,0.259937,33.5,34.5,1,19.916895,19.904663,19.904663,0.19635,19.629486,20.27156,0.642074,-30.438728,-30.582184,-30.490616,0.341522,-31.131561,-29.66655,1.465011,Location1
55.324363,54.963761,55.357952,0.7278,51.457432,56.096414,4.638982,4.004717,4,4,0.01415,4,4.047168,0.047168,34.893333,34.800003,34.849999,0.212811,34.399994,35.399994,1,18.134342,18.161865,18.161865,0.155578,17.703232,18.437027,0.733795,-31.043047,-31.039993,-31.039993,0.387379,-32.230316,-30.399048,1.831268,Location1
55.142713,55.889761,55.23049,1.155425,51.663975,55.889761,4.225785,4.009434,4,4,0.018867,4,4.047168,0.047168,34.88,34.899994,34.899994,0.146969,34.600006,35.199997,0.599991,18.11294,18.161865,18.161865,0.131298,17.703232,18.253586,0.550354,-30.902647,-30.856857,-30.856857,0.476804,-32.596573,-30.215927,2.380646,Location1
52.931317,51.663975,51.663975,1.715944,49.366947,55.41704,6.050094,4.018923,4,4,0.031422,4,4.094892,0.094892,34.793334,34.800003,34.800003,0.240739,34.399994,35.399994,1,17.880564,18.161865,17.978394,0.287086,17.336319,18.345322,1.009003,-31.693148,-31.039993,-31.543594,0.714246,-32.87126,-30.582184,2.289076,Location1
53.826818,54.303347,54.303347,1.477094,51.549836,56.041785,4.491949,4.004717,4,4,0.01415,4,4.047168,0.047168,34.816668,34.800003,34.800003,0.249106,34.300003,35.399994,1.099991,18.051788,18.07013,18.07013,0.13891,17.611496,18.253586,0.64209,-30.982004,-30.856857,-30.856857,0.387378,-31.680939,-30.399048,1.281891,Location1
54.148727,55.720824,54.807254,1.839921,51.293321,56.014342,4.72102,4.004717,4,4,0.01415,4,4.047168,0.047168,34.973333,34.899994,34.899994,0.154777,34.699997,35.399994,0.699997,17.706287,17.703232,17.703232,0.148819,17.244598,17.886688,0.64209,-31.281109,-31.314682,-31.177346,0.401547,-32.779694,-30.856857,1.922837,Location1
54.166744,54.336754,54.336754,1.340551,51.641267,55.402306,3.761039,4.009434,4,4,0.018867,4,4.047168,0.047168,34.943332,34.899994,34.899994,0.152061,34.600006,35.199997,0.599991,17.654305,17.611496,17.611496,0.139584,17.152863,17.886688,0.733825,-31.076617,-30.856857,-30.994209,0.394611,-32.413452,-30.399048,2.014404,Location1
54.827107,56.069142,54.979257,1.645937,51.549836,56.069142,4.519306,4.004717,4,4,0.01415,4,4.047168,0.047168,34.983331,34.899994,34.899994,0.229612,34.600006,35.399994,0.799988,17.376067,17.152863,17.382187,0.270745,16.877686,17.794952,0.917266,-31.870167,-31.314682,-31.7725,0.684763,-32.87126,-30.856857,2.014403,Location1
57.231794,58.997554,58.1697,2.964219,50.103,62.753411,12.650411,4.01415,4,4,0.021615,4,4.047168,0.047168,0.536663,0.399994,0.5,0.377256,-0.300003,1.199997,1.5,0.278225,0.275162,0.275162,0.154369,-0.091721,0.642075,0.733795,-36.326244,-35.801285,-36.21331,0.467442,-37.17473,-35.52658,1.64815,Location1
60.118782,62.740749,58.938865,2.836626,49.127321,62.922561,13.79524,4.009434,4,4,0.018867,4,4.047168,0.047168,0.699999,0.5,0.699997,0.27203,0.100006,1.199997,1.099991,-0.000005,-0.091721,0,0.20373,-0.366913,0.458633,0.825546,-36.039344,-35.61815,-35.984406,0.391766,-36.808487,-35.435028,1.373459,Location1
62.15018,62.657995,62.657995,2.155243,54.419715,64.41262,9.992906,4,4,4,0,4,4,0,0.816665,0.699997,0.699997,0.362477,0.199997,1.5,1.300003,0.09172,0.183441,0.091705,0.257265,-0.366913,0.642075,1.008987,-35.792122,-36.167526,-35.801285,0.502264,-36.71692,-34.794083,1.922837,Location1
60.672072,62.93496,60.611994,2.3429,56.110017,62.93496,6.824943,4.014206,4,4,0.03035,4,4.094892,0.094892,0.93,1,1,0.302381,0.399994,1.5,1.100006,-0.09173,-0.091721,-0.091721,0.181913,-0.458633,0.275162,0.733795,-35.959989,-36.167526,-36.03019,0.428775,-37.266296,-35.16034,2.105956,Location1
58.459827,58.909372,58.909372,4.229434,49.827234,65.148771,15.321537,4.009434,4,4,0.018867,4,4.047168,0.047168,0.976666,1,1,0.260363,0.5,1.300003,0.800003,-0.13148,-0.275177,-0.183456,0.206033,-0.458633,0.275162,0.733795,-35.544902,-35.251892,-35.480804,0.346171,-36.167526,-35.06877,1.098756,Location1
62.352152,64.38645,62.897708,3.632491,51.293321,64.38645,13.093129,4.015784,4,4,0.0316,4,4.094892,0.094892,1.006667,1.300003,1,0.244859,0.699997,1.300003,0.600006,-0.425001,-0.275177,-0.366913,0.310142,-0.917267,0.183441,1.100708,-36.256044,-35.709717,-36.12175,0.746296,-37.266296,-34.97722,2.289076,Location1
62.443175,62.953526,62.953526,2.382526,49.337352,64.049766,14.712414,4.012864,4,4,0.021007,4,4.047168,0.047168,0.86,1,0.800003,0.231805,0.399994,1.300003,0.900009,-0.152882,-0.366913,-0.183456,0.195775,-0.458633,0.183441,0.642075,-35.392296,-35.435028,-35.389244,0.31251,-36.167526,-34.702515,1.465011,Location1
61.769025,62.483561,62.483561,3.474082,48.265995,64.391691,16.125695,4.043182,4,4,0.078984,4,4.241468,0.241468,0.893333,0.800003,0.800003,0.274389,0.399994,1.5,1.100006,-0.412772,-0.183456,-0.412773,0.310381,-0.917267,0.091705,1.008972,-36.277408,-37.17473,-36.442215,0.869097,-37.449417,-34.794083,2.655334,Location1
56.002715,56.110017,56.096414,0.654493,50.422762,56.110017,5.687255,4.014206,4,4,0.03035,4,4.094892,0.094892,1.013334,1,1,0.253948,0.399994,1.5,1.100006,-0.259895,-0.275177,-0.275177,0.224784,-0.917267,0.183441,1.100708,-35.489963,-35.34346,-35.435028,0.325534,-36.350662,-34.88565,1.465012,Location1
58.580708,56.110017,56.110017,2.953298,49.938593,62.198317,12.259724,4.009434,4,4,0.018867,4,4.047168,0.047168,1.090001,1.300003,1.050003,0.261216,0.699997,1.5,0.800003,-0.366907,-0.366913,-0.366913,0.207823,-0.917267,0,0.917267,-35.544903,-35.801285,-35.435028,0.345363,-36.62535,-34.97722,1.64813,Location1
55.859565,62.835265,60.935863,8.954526,41.727197,62.835265,21.108068,4.004717,4,4,0.01415,4,4.047168,0.047168,0.943333,1,1,0.226102,0.399994,1.300003,0.900009,-0.220147,-0.183456,-0.183456,0.159928,-0.550354,0.091705,0.642059,-34.907008,-35.06877,-34.885652,0.419385,-35.801285,-34.061584,1.739701,Location1
67.063674,90.10707,54.615646,19.448174,42.076074,90.10707,48.030996,5.646266,5.685872,5.685872,0.052743,5.554112,5.685872,0.13176,2.979999,3,3,0.258713,2.600006,3.5,0.899994,8.267618,8.163666,8.255402,0.15662,7.980209,8.530563,0.550354,-11.750634,-12.086365,-11.811676,0.30399,-12.086365,-11.170731,0.915634,Location1
57.037337,51.641267,51.641267,5.690412,42.076074,62.953526,20.877452,12.21823,10.460231,12.266051,1.614385,10.460231,14.022392,3.562161,-14.513334,-16.199997,-14.550003,1.74695,-16.40001,-12.600006,3.800004,-9.533457,-5.136688,-9.447846,4.441881,-14.125916,-4.678055,9.447861,-38.770987,-36.533783,-38.319282,2.173953,-41.386658,-36.075974,5.310684,Location1
46.805347,42.076074,48.366026,4.159933,42.076074,54.932684,12.85661,15.051878,14.524321,14.958605,0.481023,14.524321,15.766471,1.24215,-11.556667,-11.699997,-11.699997,0.262911,-12,-11.100006,0.899994,-6.008093,-5.503601,-6.099815,0.385361,-6.604309,-5.228409,1.3759,-38.120884,-38.91443,-38.18193,0.735299,-39.55539,-36.5338,3.02159,Location1
63.692186,81.10986,76.807141,17.3706,41.9382,81.10986,39.17166,20.383697,20.645855,20.405237,0.310431,19.932383,20.889313,0.95693,-11.060006,-10.900009,-10.900009,0.272764,-11.900009,-10.600006,1.300003,-6.136512,-6.420868,-6.145676,0.273494,-6.604309,-5.687042,0.917267,-37.21441,-37.998795,-37.08316,0.756409,-38.45662,-35.98442,2.4722,Location1
47.892654,51.663975,49.07035,4.273438,42.076074,51.663975,9.587901,21.056198,20.167425,21.021139,0.904758,19.932383,22.150337,2.217954,-11.070004,-11.100006,-11.100006,0.264766,-11.900009,-10.699997,1.200012,-5.995862,-6.145676,-6.008095,0.169933,-6.237412,-5.595322,0.64209,-36.314046,-36.16754,-36.25911,0.311493,-37.17473,-35.709732,1.464998,Location1
49.569567,54.303347,49.600139,4.95627,42.076074,54.303347,12.227273,34.65473,28.667345,34.576415,5.724441,28.667345,40.74971,12.082365,-11.010004,-10.900009,-10.900009,0.253446,-11.400009,-10.699997,0.700012,-6.072304,-5.870514,-6.053955,0.188576,-6.512589,-5.778778,0.73381,-36.32015,-36.07599,-36.16754,0.587873,-38.273483,-35.618164,2.655319,Location1
